title,property_type,location,price,bedrooms,bathrooms,toilets,added_date,updated_date,city,price_per_bedroom,price_category,month_posted,property_category
4 bedroom detached duplex for sale,detached duplex,"chevy view estate, chevron, lekki, lagos",450000000.0,4.0,4.0,5.0,2025-11-10,10 Nov 2025,Lagos,112500000.0,High,2025-11,detached duplex
4 bedroom detached duplex for sale,detached duplex,"ajah, lagos",500000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,125000000.0,High,2025-11,detached duplex
residential land for sale,residential land,"lokogoma district, abuja",82000000.0,,,,2025-11-12,12 Nov 2025,Abuja,,High,2025-11,land
4 bedroom terraced duplex for sale,terraced duplex,"canan estate, ajah, lagos",150000000.0,4.0,5.0,5.0,2025-11-12,12 Nov 2025,Lagos,37500000.0,High,2025-11,terraced duplex
2 bedroom flat / apartment for sale,flat / apartment,"canan estate, ajah, lagos",95000000.0,2.0,3.0,3.0,2025-11-12,12 Nov 2025,Lagos,47500000.0,High,2025-11,flat/apartment
3 bedroom flat / apartment for sale,flat / apartment,"canan estate, ajah, lagos",128000000.0,3.0,4.0,4.0,2025-11-12,12 Nov 2025,Lagos,42666666.666666664,High,2025-11,flat/apartment
land for sale,land,"ibeju lekki, lagos",109500000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,land
4 bedroom house for sale,house,"yaba, lagos",210000000.0,4.0,5.0,5.0,2025-11-12,12 Nov 2025,Lagos,52500000.0,High,2025-11,house
4 bedroom detached duplex for sale,detached duplex,"thomas estate, ajah, lagos",140000000.0,4.0,4.0,5.0,2024-11-28,10 Nov 2025,Lagos,35000000.0,High,2024-11,detached duplex
4 bedroom semi-detached duplex for sale,semi-detached duplex,"ikeja gra, ikeja, lagos",650000000.0,4.0,4.0,4.0,2025-11-12,12 Nov 2025,Lagos,162500000.0,High,2025-11,semi detached duplex
3 bedroom flat / apartment for sale,flat / apartment,"opebi, ikeja, lagos",150000000.0,3.0,3.0,3.0,2025-11-12,12 Nov 2025,Lagos,50000000.0,High,2025-11,flat/apartment
2 bedroom flat / apartment for sale,flat / apartment,"creek lane estate, osapa, lekki, lagos",145000000.0,2.0,2.0,3.0,2025-11-12,12 Nov 2025,Lagos,72500000.0,High,2025-11,flat/apartment
5 bedroom semi-detached duplex for sale,semi-detached duplex,"ikate elegushi, lekki, lagos",1000000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,200000000.0,High,2025-11,semi detached duplex
5 bedroom detached duplex for sale,detached duplex,"opposite skymall, sangotedo, ajah, lagos",350000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,70000000.0,High,2025-11,detached duplex
residential land for sale,residential land,"before golf city estate, katampe extension, katampe, abuja",30000000.0,,,,2025-11-12,12 Nov 2025,Abuja,,Mid,2025-11,land
5 bedroom semi-detached duplex for sale,semi-detached duplex,"urban prime 3, ogombo, ajah, lagos",250000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,50000000.0,High,2025-11,semi detached duplex
5 bedroom detached duplex for sale,detached duplex,"orchid road, chevron opposite second lekki toll gate, igbo efon, lekki, lagos",385000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,77000000.0,High,2025-11,detached duplex
land for sale,land,"bogije, ibeju lekki, lagos",12000000.0,,,,2025-10-17,29 Oct 2025,Lagos,,Mid,2025-10,land
land for sale,land,"ikoyi, lagos",3000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,Low,2025-11,land
1 bedroom mini flat (room and parlour) for sale,mini flat (room and parlour),"canan estate, ajah, lagos",80000000.0,1.0,2.0,2.0,2025-11-12,12 Nov 2025,Lagos,80000000.0,High,2025-11,mini flat
4 bedroom terraced duplex for sale,terraced duplex,"eagle view estate, behind centenary city, kuje, abuja",7500000.0,4.0,5.0,5.0,2025-10-17,11 Nov 2025,Abuja,1875000.0,Low,2025-10,terraced duplex
4 bedroom detached duplex for sale,detached duplex,"nta estate road, lugbe district, abuja",50000000.0,4.0,5.0,5.0,2025-10-10,11 Nov 2025,Abuja,12500000.0,High,2025-10,detached duplex
3 bedroom flat / apartment for sale,flat / apartment,"ken nnamani., wuye, abuja",210000000.0,3.0,4.0,4.0,2025-10-06,11 Nov 2025,Abuja,70000000.0,High,2025-10,flat/apartment
3 bedroom detached bungalow for sale,detached bungalow,"along lekki epe expressway, ibeju lekki, lagos",75000000.0,3.0,3.0,3.0,2025-11-12,12 Nov 2025,Lagos,25000000.0,High,2025-11,bungalow
3 bedroom house for sale,house,"ikeja, lagos",350000000.0,3.0,,,2025-11-12,12 Nov 2025,Lagos,116666666.66666667,High,2025-11,house
3 bedroom flat / apartment for sale,flat / apartment,"off ahmadu bello way, victoria island (vi), lagos",550000000.0,3.0,3.0,4.0,2024-03-13,09 Nov 2025,Lagos,183333333.33333334,High,2024-03,flat/apartment
4 bedroom detached duplex for sale,detached duplex,"ogba, ikeja, lagos",380000000.0,4.0,4.0,4.0,2025-11-12,12 Nov 2025,Lagos,95000000.0,High,2025-11,detached duplex
1 bedroom flat / apartment for sale,flat / apartment,"ologolo, lekki, lagos",80000000.0,1.0,1.0,2.0,2025-11-12,12 Nov 2025,Lagos,80000000.0,High,2025-11,flat/apartment
mixed-use land for sale,mixed-use land,"queens drive, old ikoyi, ikoyi, lagos",4300000.0,,,,2025-11-12,12 Nov 2025,Lagos,,Low,2025-11,mixed-use land
5 bedroom detached duplex for sale,detached duplex,"chevron toll gate /orchid, lekki, lagos",420000000.0,5.0,6.0,6.0,2025-11-12,12 Nov 2025,Lagos,84000000.0,High,2025-11,detached duplex
land for sale,land,"eko atlantic city, lagos",2000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,Low,2025-11,land
8 bedroom detached duplex for sale,detached duplex,"gana, maitama district, abuja",2100000000.0,8.0,10.0,10.0,2025-06-13,23 Oct 2025,Abuja,262500000.0,High,2025-06,detached duplex
mixed-use land for sale,mixed-use land,"divine home, thomas estate, ajah, lagos",300000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,mixed-use land
residential land for sale,residential land,"atali farm estate, port harcourt, rivers",40000000.0,,,,2025-11-12,12 Nov 2025,Port Harcourt,,Mid,2025-11,land
mixed-use land for sale,mixed-use land,"thomas estate, ajah, lagos",160000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,mixed-use land
5 bedroom detached duplex for sale,detached duplex,"gbagada, lagos",500000000.0,5.0,5.0,5.0,2025-11-12,12 Nov 2025,Lagos,100000000.0,High,2025-11,detached duplex
residential land for sale,residential land,"asokoro district, abuja",90000000.0,,,,2025-10-31,12 Nov 2025,Abuja,,High,2025-10,land
shop for sale,shop,"kubwa, abuja",8000000.0,,,,2025-10-27,11 Nov 2025,Abuja,,Low,2025-10,shop
land for sale,land,"lekki phase 1, lekki, lagos",1500000.0,,,,2025-11-12,12 Nov 2025,Lagos,,Low,2025-11,land
4 bedroom detached duplex for sale,detached duplex,"sangotedo, ajah, lagos",220000000.0,4.0,5.0,5.0,2025-11-12,12 Nov 2025,Lagos,55000000.0,High,2025-11,detached duplex
4 bedroom semi-detached duplex for sale,semi-detached duplex,"sangotedo, ajah, lagos",150000000.0,4.0,,,2025-11-12,12 Nov 2025,Lagos,37500000.0,High,2025-11,semi detached duplex
mixed-use land for sale,mixed-use land,"united estate, major road, sangotedo, ajah, lagos",100000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,mixed-use land
mixed-use land for sale,mixed-use land,"bogije, ibeju lekki, lagos",70000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,mixed-use land
1 bedroom mini flat (room and parlour) for sale,mini flat (room and parlour),"the cove towers, ikate, lekki, lagos",120000000.0,1.0,1.0,2.0,2025-08-23,12 Nov 2025,Lagos,120000000.0,High,2025-08,mini flat
3 bedroom flat / apartment for sale,flat / apartment,"ikate, lekki, lagos",330000000.0,3.0,3.0,4.0,2025-11-12,12 Nov 2025,Lagos,110000000.0,High,2025-11,flat/apartment
4 bedroom semi-detached duplex for sale,semi-detached duplex,"lekki palm city, ajah, lagos",155000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,38750000.0,High,2025-11,semi detached duplex
4 bedroom house for sale,house,"asokoro district, abuja",3000000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Abuja,750000000.0,High,2025-11,house
residential land for sale,residential land,"ibeju lekki, lagos",30000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,Mid,2025-11,land
5 bedroom terraced duplex for sale,terraced duplex,"de castle estate opposite cooplag estate, orchid road, lekki, lagos",170000000.0,5.0,5.0,6.0,2025-11-10,10 Nov 2025,Lagos,34000000.0,High,2025-11,terraced duplex
mixed-use land for sale,mixed-use land,"beach hood estate, opposite sharper t, ibeju, lagos",65000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,mixed-use land
mixed-use land for sale,mixed-use land,"hughes avenue, alagomeji, yaba, lagos",250000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,mixed-use land
4 bedroom detached duplex for sale,detached duplex,"omole phase 2, ikeja, lagos",550000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,137500000.0,High,2025-11,detached duplex
2 bedroom flat / apartment for sale,flat / apartment,"stonebridge apartments, freedom way, lekki phase 1, lekki, lagos",350000000.0,2.0,2.0,3.0,2025-11-12,12 Nov 2025,Lagos,175000000.0,High,2025-11,flat/apartment
5 bedroom detached duplex for sale,detached duplex,"palms residence, osapa, lekki, lagos",950000000.0,5.0,7.0,7.0,2025-11-12,12 Nov 2025,Lagos,190000000.0,High,2025-11,detached duplex
3 bedroom flat / apartment for sale,flat / apartment,"ikate elegushi, lekki, lagos",150000000.0,3.0,3.0,4.0,2025-10-26,12 Nov 2025,Lagos,50000000.0,High,2025-10,flat/apartment
3 bedroom terraced duplex for sale,terraced duplex,"lagos business school, sangotedo, ajah, lagos",110000000.0,3.0,,4.0,2025-11-11,11 Nov 2025,Lagos,36666666.666666664,High,2025-11,terraced duplex
3 bedroom flat / apartment for sale,flat / apartment,"behind house on the rock church by nicon town estate, ikate, lekki, lagos",300000000.0,3.0,3.0,3.0,2025-08-23,12 Nov 2025,Lagos,100000000.0,High,2025-08,flat/apartment
2 bedroom house for sale,house,"fo1 layout, kubwa, abuja",60000000.0,2.0,2.0,,2025-11-12,12 Nov 2025,Abuja,30000000.0,High,2025-11,house
6 bedroom detached duplex for sale,detached duplex,"chevron alternative, lekki, lagos",750000000.0,6.0,,7.0,2025-11-11,11 Nov 2025,Lagos,125000000.0,High,2025-11,detached duplex
4 bedroom semi-detached duplex for sale,semi-detached duplex,"orchid chevron, lekki, lagos",230000000.0,4.0,5.0,5.0,2025-11-12,12 Nov 2025,Lagos,57500000.0,High,2025-11,semi detached duplex
mixed-use land for sale,mixed-use land,"beside omole phase 2 gate, omole phase 2, ikeja, lagos",250000000.0,,,,2025-06-24,12 Nov 2025,Lagos,,High,2025-06,mixed-use land
3 bedroom flat / apartment for sale,flat / apartment,"off adeola odeku, victoria island extension, victoria island (vi), lagos",30000000.0,3.0,3.0,4.0,2025-11-12,12 Nov 2025,Lagos,10000000.0,Mid,2025-11,flat/apartment
4 bedroom detached duplex for sale,detached duplex,"odani green city, elelenwo, port harcourt, rivers",230000000.0,4.0,,5.0,2025-11-12,12 Nov 2025,Port Harcourt,57500000.0,High,2025-11,detached duplex
3 bedroom terraced duplex for sale,terraced duplex,"monastery road, sangotedo, ajah, lagos",100000000.0,3.0,3.0,4.0,2025-06-17,12 Nov 2025,Lagos,33333333.333333332,High,2025-06,terraced duplex
mixed-use land for sale,mixed-use land,"gra, abijo, lekki, lagos",200000.0,,,,2024-12-19,03 Nov 2025,Lagos,,Low,2024-12,mixed-use land
5 bedroom detached duplex for sale,detached duplex,"villa estate, ikota, lekki, lagos",270000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,54000000.0,High,2025-11,detached duplex
5 bedroom detached duplex for sale,detached duplex,"ikota villa estate, ikota, lekki, lagos",270000000.0,5.0,4.0,6.0,2025-11-12,12 Nov 2025,Lagos,54000000.0,High,2025-11,detached duplex
mixed-use land for sale,mixed-use land,"jagunna olasoju village, egba, owode, obafemi owode, ogun",60000000.0,,,,2025-10-14,14 Oct 2025,Ogun,,High,2025-10,mixed-use land
residential land for sale,residential land,"brooks estate, gra phase 2, magodo, lagos",200000000.0,,,,2025-05-17,31 Oct 2025,Lagos,,High,2025-05,land
3 bedroom house for sale,house,"jahi, abuja",200000000.0,3.0,3.0,,2025-11-12,12 Nov 2025,Abuja,66666666.666666664,High,2025-11,house
3 bedroom flat / apartment for sale,flat / apartment,"eko atlantic city, lagos",,3.0,3.0,4.0,2024-12-19,03 Nov 2025,Lagos,,,2024-12,flat/apartment
4 bedroom detached bungalow for sale,detached bungalow,"mbierebe obio, off godswill akpabio international stadium, uyo, akwa ibom",40000000.0,4.0,4.0,5.0,2025-10-25,12 Nov 2025,Uyo,10000000.0,Mid,2025-10,bungalow
mixed-use land for sale,mixed-use land,"federal housing estate by ikot ansa high way, calabar, cross river",200000000.0,,,,2025-09-10,12 Nov 2025,Calabar,,High,2025-09,mixed-use land
mixed-use land for sale,mixed-use land,"off ring road, by big redeem church, uyo, akwa ibom",15000000.0,,,,2025-09-05,12 Nov 2025,Uyo,,Mid,2025-09,mixed-use land
5 bedroom detached duplex for sale,detached duplex,"lekki, ajah, lagos",300000000.0,5.0,6.0,6.0,2025-11-12,12 Nov 2025,Lagos,60000000.0,High,2025-11,detached duplex
4 bedroom detached duplex for sale,detached duplex,"orchid road, lekki, lagos",190000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,47500000.0,High,2025-11,detached duplex
3 bedroom flat / apartment for sale,flat / apartment,"ademola adetokunbo, victoria island (vi), lagos",500000000.0,3.0,3.0,4.0,2025-07-04,08 Nov 2025,Lagos,166666666.66666666,High,2025-07,flat/apartment
4 bedroom detached duplex for sale,detached duplex,"woji, port harcourt, rivers",350000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Port Harcourt,87500000.0,High,2025-11,detached duplex
5 bedroom semi-detached duplex for sale,semi-detached duplex,"banana island, ikoyi, lagos",2500000000.0,5.0,5.0,6.0,2025-09-30,06 Oct 2025,Lagos,500000000.0,High,2025-09,semi detached duplex
4 bedroom flat / apartment for sale,flat / apartment,"ocean parade, banana island, ikoyi, lagos",1400000000.0,4.0,4.0,5.0,2025-09-24,25 Sep 2025,Lagos,350000000.0,High,2025-09,flat/apartment
commercial land for sale,commercial land,"adeniyi jones, ikeja, lagos",750000000.0,,,,2025-09-25,01 Oct 2025,Lagos,,High,2025-09,commercial land
5 bedroom detached duplex for sale,detached duplex,"adeniyi jones, ikeja, lagos",650000000.0,5.0,6.0,7.0,2025-10-21,12 Nov 2025,Lagos,130000000.0,High,2025-10,detached duplex
mixed-use land for sale,mixed-use land,"lugard street and kadoso street, old ikoyi, ikoyi, lagos",3500000.0,,,,2025-11-12,12 Nov 2025,Lagos,,Low,2025-11,mixed-use land
5 bedroom flat / apartment for sale,flat / apartment,"off bourdillon road, old ikoyi, ikoyi, lagos",3000000000.0,5.0,5.0,6.0,2025-09-24,28 Sep 2025,Lagos,600000000.0,High,2025-09,flat/apartment
residential land for sale,residential land,"grandview park and garden, sokoto road, atan ota, ado-odo/ota, ogun",5600000.0,,,,2025-10-14,12 Nov 2025,Ogun,,Low,2025-10,land
residential land for sale,residential land,"rehoboth park and garden phase 4 (wura and fadaka), ode omi, ibeju lekki, lagos",7000000.0,,,,2024-11-06,12 Nov 2025,Lagos,,Low,2024-11,land
2 bedroom flat / apartment for sale,flat / apartment,"shoreline estate, ikoyi, lagos",450000000.0,2.0,2.0,3.0,2025-10-09,11 Oct 2025,Lagos,225000000.0,High,2025-10,flat/apartment
mixed-use land for sale,mixed-use land,"downtown mixed-use zone, eko atlantic city, lagos",25000000000.0,,,,2025-09-25,30 Oct 2025,Lagos,,High,2025-09,mixed-use land
residential land for sale,residential land,"treasure park and garden phase 3 extension jerusalem city, simawa, ogun",7000000.0,,,,2025-10-14,12 Nov 2025,Ogun,,Low,2025-10,land
residential land for sale,residential land,"washington park and garden, ado-ekiti, ekiti",3500000.0,,,,2025-05-31,12 Nov 2025,Ekiti,,Low,2025-05,land
residential land for sale,residential land,"emirate park and garden phase 1, badagry, lagos",17500000.0,,,,2025-03-18,12 Nov 2025,Lagos,,Mid,2025-03,land
3 bedroom block of flats for sale,block of flats,"kukwaba, abuja",120000000.0,3.0,4.0,5.0,2025-11-12,12 Nov 2025,Abuja,40000000.0,High,2025-11,block of flats
4 bedroom terraced duplex for sale,terraced duplex,"life camp, abuja",170000000.0,4.0,4.0,,2025-11-12,12 Nov 2025,Abuja,42500000.0,High,2025-11,terraced duplex
4 bedroom flat / apartment for sale,flat / apartment,"lekki phase 1, lekki, lagos",600000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,150000000.0,High,2025-11,flat/apartment
5 bedroom semi-detached duplex for sale,semi-detached duplex,"oba adeyinka oyekan estate, hakeem dickson / oladimeji alo street, lekki phase 1, lekki, lagos",400000000.0,5.0,5.0,5.0,2025-07-10,10 Nov 2025,Lagos,80000000.0,High,2025-07,semi detached duplex
3 bedroom terraced duplex for sale,terraced duplex,"omorinre johnson street, lekki phase 1, lekki, lagos",1400000000.0,3.0,3.0,4.0,2025-10-21,04 Nov 2025,Lagos,466666666.6666667,High,2025-10,terraced duplex
2 bedroom flat / apartment for sale,flat / apartment,"bolton hight estate, lekki phase 1, lekki, lagos",250000000.0,2.0,2.0,3.0,2025-11-12,12 Nov 2025,Lagos,125000000.0,High,2025-11,flat/apartment
4 bedroom house for sale,house,"lekki phase 1, lekki, lagos",650000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,162500000.0,High,2025-11,house
2 bedroom flat / apartment for sale,flat / apartment,"hon ajayi alaba street salem, ikate elegushi, lekki, lagos",135000000000.0,2.0,2.0,3.0,2025-11-12,12 Nov 2025,Lagos,67500000000.0,High,2025-11,flat/apartment
residential land for sale,residential land,"off 2nd avenue, banana island, ikoyi, lagos",8503000000.0,,,,2025-10-30,08 Nov 2025,Lagos,,High,2025-10,land
5 bedroom terraced duplex for sale,terraced duplex,"parkview, ikoyi, lagos",1400000000.0,5.0,5.0,6.0,2025-10-20,21 Oct 2025,Lagos,280000000.0,High,2025-10,terraced duplex
6 bedroom detached duplex for sale,detached duplex,"zone 1, wuse, abuja",3000000000.0,6.0,6.0,,2025-11-12,12 Nov 2025,Abuja,500000000.0,High,2025-11,detached duplex
4 bedroom detached duplex for sale,detached duplex,"adeniyi jones, ikeja, lagos",480000000.0,4.0,4.0,5.0,2025-11-10,10 Nov 2025,Lagos,120000000.0,High,2025-11,detached duplex
4 bedroom semi-detached duplex for sale,semi-detached duplex,"beechwood estate, imalete alafia, ibeju lekki, lagos",150000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,37500000.0,High,2025-11,semi detached duplex
4 bedroom terraced duplex for sale,terraced duplex,"phase 1, gbagada, lagos",190000000.0,4.0,4.0,5.0,2025-11-11,11 Nov 2025,Lagos,47500000.0,High,2025-11,terraced duplex
3 bedroom detached duplex for sale,detached duplex,"chevron, lekki, lagos",480000000.0,3.0,3.0,4.0,2025-10-15,03 Nov 2025,Lagos,160000000.0,High,2025-10,detached duplex
residential land for sale,residential land,"mahogany close, osborne phase 2 estate, ikoyi, lagos",3000000000.0,,,,2025-10-21,22 Oct 2025,Lagos,,High,2025-10,land
2 bedroom flat / apartment for sale,flat / apartment,"off awolowo road, sw, ikoyi, lagos",270000000.0,2.0,2.0,3.0,2025-10-15,16 Oct 2025,Lagos,135000000.0,High,2025-10,flat/apartment
office space for sale,office space,"ologun agbaje street, off ahmadu bello way, victoria island (vi), lagos",2800000000.0,,,,2025-10-13,14 Oct 2025,Lagos,,High,2025-10,office space
residential land for sale,residential land,"theasarus estate, sangotedo, ajah, lagos",40000000.0,,,,2025-10-19,12 Nov 2025,Lagos,,Mid,2025-10,land
4 bedroom detached duplex for sale,detached duplex,"opebi, ikeja, lagos",540000000.0,4.0,5.0,5.0,2025-11-12,12 Nov 2025,Lagos,135000000.0,High,2025-11,detached duplex
4 bedroom semi-detached duplex for sale,semi-detached duplex,"oko-oba, agege, lagos",260000000.0,4.0,,5.0,2025-11-12,12 Nov 2025,Lagos,65000000.0,High,2025-11,semi detached duplex
4 bedroom semi-detached duplex for sale,semi-detached duplex,"anthony, maryland, lagos",210000000.0,4.0,5.0,5.0,2025-11-12,12 Nov 2025,Lagos,52500000.0,High,2025-11,semi detached duplex
11 bedroom hotel / guest house for sale,hotel / guest house,"idado, lekki, lagos",900000000.0,11.0,11.0,12.0,2025-04-25,07 Nov 2025,Lagos,81818181.81818181,High,2025-04,hotel / guest house
4 bedroom detached duplex for sale,detached duplex,"ikota villa, ikota, lekki, lagos",180000000.0,4.0,4.0,5.0,2025-04-23,05 Nov 2025,Lagos,45000000.0,High,2025-04,detached duplex
3 bedroom semi-detached duplex for sale,semi-detached duplex,"apo resettlement, apo, abuja",300000000.0,3.0,3.0,4.0,2025-10-17,06 Nov 2025,Abuja,100000000.0,High,2025-10,semi detached duplex
residential land for sale,residential land,"iredo community, epe, lagos",30000000.0,,,,2025-10-28,05 Nov 2025,Lagos,,Mid,2025-10,land
4 bedroom detached duplex for sale,detached duplex,"mabushi, abuja",470000000.0,4.0,4.0,5.0,2025-09-17,12 Nov 2025,Abuja,117500000.0,High,2025-09,detached duplex
5 bedroom detached duplex for sale,detached duplex,"galadimawa, abuja",270000000.0,5.0,5.0,6.0,2025-09-09,06 Nov 2025,Abuja,54000000.0,High,2025-09,detached duplex
6 bedroom detached duplex for sale,detached duplex,"chevron, lekki, lagos",750000000.0,6.0,6.0,7.0,2025-11-12,12 Nov 2025,Lagos,125000000.0,High,2025-11,detached duplex
3 bedroom block of flats for sale,block of flats,"ezeogwu street, lugbe district, abuja",50000000.0,3.0,4.0,4.0,2025-11-12,12 Nov 2025,Abuja,16666666.666666666,High,2025-11,block of flats
37 bedroom hotel / guest house for sale,hotel / guest house,"kilometer 1 ilesha road, osogbo, osun",250000000.0,37.0,37.0,37.0,2025-03-30,12 Nov 2025,Osun,6756756.756756756,High,2025-03,hotel / guest house
4 bedroom flat / apartment for sale,flat / apartment,"ocean bay estate orchid, lekki, lagos",110000000000.0,4.0,4.0,4.0,2025-11-12,12 Nov 2025,Lagos,27500000000.0,High,2025-11,flat/apartment
5 bedroom detached duplex for sale,detached duplex,"vgc extension, lekki, lagos",350000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,70000000.0,High,2025-11,detached duplex
4 bedroom detached bungalow for sale,detached bungalow,"erunwen, ikorodu, lagos",155000000.0,4.0,4.0,5.0,2025-10-26,10 Nov 2025,Lagos,38750000.0,High,2025-10,bungalow
mixed-use land for sale,mixed-use land,"imota, ikorodu, lagos",1300000.0,,,,2025-07-06,12 Nov 2025,Lagos,,Low,2025-07,mixed-use land
6 bedroom detached duplex for sale,detached duplex,"ikeja gra, ikeja, lagos",2000000000.0,6.0,,7.0,2025-11-12,12 Nov 2025,Lagos,333333333.3333333,High,2025-11,detached duplex
4 bedroom detached duplex for sale,detached duplex,"ifako ijaiye, fagba, agege, lagos",250000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,62500000.0,High,2025-11,detached duplex
3 bedroom flat / apartment for sale,flat / apartment,"abijo gra, sangotedo, ajah, lagos",120000000.0,3.0,3.0,3.0,2025-11-12,12 Nov 2025,Lagos,40000000.0,High,2025-11,flat/apartment
5 bedroom semi-detached duplex for sale,semi-detached duplex,"adeniyi jones, ikeja, lagos",445000000.0,5.0,6.0,6.0,2025-11-12,12 Nov 2025,Lagos,89000000.0,High,2025-11,semi detached duplex
2 bedroom flat / apartment for sale,flat / apartment,"ocean breeze estate, ologolo, lekki, lagos",130000000.0,2.0,2.0,3.0,2025-11-12,12 Nov 2025,Lagos,65000000.0,High,2025-11,flat/apartment
land for sale,land,"katampe (main), katampe, abuja",6000000000.0,,,,2025-11-12,12 Nov 2025,Abuja,,High,2025-11,land
5 bedroom detached duplex for sale,detached duplex,"chevron, igbo efon, lekki, lagos",600000000.0,5.0,5.0,6.0,2025-11-12,12 Nov 2025,Lagos,120000000.0,High,2025-11,detached duplex
4 bedroom semi-detached duplex for sale,semi-detached duplex,"jakande, lekki, lagos",270000000.0,4.0,4.0,5.0,2025-03-15,12 Nov 2025,Lagos,67500000.0,High,2025-03,semi detached duplex
residential land for sale,residential land,"amazon, maitama district, abuja",3900000000.0,,,,2025-11-12,12 Nov 2025,Abuja,,High,2025-11,land
3 bedroom detached bungalow for sale,detached bungalow,"aramide bungalows, itunu residential, aiyetoro, ibeju lekki, lagos",75000000.0,3.0,3.0,4.0,2025-11-06,10 Nov 2025,Lagos,25000000.0,High,2025-11,bungalow
mixed-use land for sale,mixed-use land,"g r a onireke, ibadan, oyo",1500000000.0,,,,2025-11-12,12 Nov 2025,Oyo,,High,2025-11,mixed-use land
3 bedroom semi-detached duplex for sale,semi-detached duplex,"chevron toll gate, orchid, lekki, lagos",90000000.0,3.0,3.0,4.0,2025-11-12,12 Nov 2025,Lagos,30000000.0,High,2025-11,semi detached duplex
office space for sale,office space,"victoria island (vi), lagos",22500000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,High,2025-11,office space
residential land for sale,residential land,"hampton island estate, osapa, lekki, lagos",410000000.0,,,,2025-11-03,03 Nov 2025,Lagos,,High,2025-11,land
5 bedroom semi-detached duplex for sale,semi-detached duplex,"durosimi eti road, lekki phase 1, lekki, lagos",750000000.0,5.0,,6.0,2025-09-17,03 Nov 2025,Lagos,150000000.0,High,2025-09,semi detached duplex
2 bedroom flat / apartment for sale,flat / apartment,"orchid, lekki phase 2, lekki, lagos",90000000.0,2.0,2.0,3.0,2025-11-12,12 Nov 2025,Lagos,45000000.0,High,2025-11,flat/apartment
1 bedroom mini flat (room and parlour) for sale,mini flat (room and parlour),"oniru, victoria island (vi), lagos",150000000.0,1.0,1.0,2.0,2025-11-12,12 Nov 2025,Lagos,150000000.0,High,2025-11,mini flat
6 bedroom house for sale,house,"banana island, ikoyi, lagos",,6.0,6.0,7.0,2025-11-12,12 Nov 2025,Lagos,,,2025-11,house
4 bedroom terraced duplex for sale,terraced duplex,"meridian estate, awoyaya, ibeju lekki, lagos",130000000.0,4.0,4.0,5.0,2025-10-26,12 Nov 2025,Lagos,32500000.0,High,2025-10,terraced duplex
residential land for sale,residential land,"bashorun estate, sangotedo, ajah, lagos",19000000.0,,,,2025-11-12,12 Nov 2025,Lagos,,Mid,2025-11,land
4 bedroom flat / apartment for sale,flat / apartment,"value county estate, sangotedo, ajah, lagos",120000000.0,4.0,4.0,4.0,2025-10-26,12 Nov 2025,Lagos,30000000.0,High,2025-10,flat/apartment
4 bedroom detached duplex for sale,detached duplex,"royal garden estate, ajah, lagos",450000000.0,4.0,4.0,5.0,2025-11-12,12 Nov 2025,Lagos,112500000.0,High,2025-11,detached duplex
1 bedroom flat / apartment for sale,flat / apartment,"perez court, surulere, lagos",82000000.0,1.0,2.0,2.0,2025-06-16,12 Nov 2025,Lagos,82000000.0,High,2025-06,flat/apartment
commercial land for sale,commercial land,"abeokuta north, ogun",600000.0,,,,2025-09-24,11 Nov 2025,Ogun,,Low,2025-09,commercial land
residential land for sale,residential land,"sunview city, behind philomats university, kuje, abuja",12000000.0,,,,2024-08-02,12 Nov 2025,Abuja,,Mid,2024-08,land
